Score,File,Rows,Columns,Patient_ID_Columns,LUNG1_ID_Count,Clinical_Columns,LUNG1_Detected,Radiomics_Result_File
60,LUNG1-353\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,432,10,Patient_ID,432,,True,True
60,LUNG1-023\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,431,10,Patient_ID,431,,True,True
60,LUNG1-357\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,431,10,Patient_ID,431,,True,True
60,LUNG1-075\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,408,10,Patient_ID,408,,True,True
40,LUNG1-095\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,660,10,Patient_ID,660,,True,True
40,LUNG1-130\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,648,10,Patient_ID,648,,True,True
40,LUNG1-069\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,612,10,Patient_ID,612,,True,True
40,LUNG1-026\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,576,10,Patient_ID,576,,True,True
40,LUNG1-179\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,564,10,Patient_ID,564,,True,True
40,LUNG1-043\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,528,10,Patient_ID,528,,True,True
40,LUNG1-017\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,516,10,Patient_ID,516,,True,True
40,LUNG1-065\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,516,10,Patient_ID,516,,True,True
40,LUNG1-074\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,504,10,Patient_ID,504,,True,True
40,LUNG1-377\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,504,10,Patient_ID,504,,True,True
30,LUNG1-105\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,396,10,Patient_ID,396,,True,True
30,LUNG1-173\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,396,10,Patient_ID,396,,True,True
30,LUNG1-196\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,396,10,Patient_ID,396,,True,True
30,LUNG1-221\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,396,10,Patient_ID,396,,True,True
30,LUNG1-233\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,396,10,Patient_ID,396,,True,True
30,LUNG1-273\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,384,10,Patient_ID,384,,True,True
30,LUNG1-387\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,384,10,Patient_ID,384,,True,True
30,LUNG1-417\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,384,10,Patient_ID,384,,True,True
30,LUNG1-181\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,372,10,Patient_ID,372,,True,True
30,LUNG1-200\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,372,10,Patient_ID,372,,True,True
30,LUNG1-245\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,372,10,Patient_ID,372,,True,True
30,LUNG1-308\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,372,10,Patient_ID,372,,True,True
30,LUNG1-033\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,360,10,Patient_ID,360,,True,True
30,LUNG1-056\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,360,10,Patient_ID,360,,True,True
30,LUNG1-115\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,360,10,Patient_ID,360,,True,True
30,LUNG1-393\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,360,10,Patient_ID,360,,True,True
30,LUNG1-401\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,360,10,Patient_ID,360,,True,True
20,LUNG1-001\69331\STEP_15_CLASSIFICATION_DATASET\STEP_15_Clinical_File_Candidates.csv,8,4,,0,,False,False
15,LUNG1-001\69331\STEP_8_REGIONAL_MOMENT_DESCRIPTORS\regional_invariance_verification.csv,11,14,,0,Translation_Status | Rotation_Status | Scaling_Status,False,False
10,LUNG1-012\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,348,10,Patient_ID,348,,True,True
10,LUNG1-021\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,348,10,Patient_ID,348,,True,True
10,LUNG1-229\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,348,10,Patient_ID,348,,True,True
10,LUNG1-400\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,348,10,Patient_ID,348,,True,True
10,LUNG1-042\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,336,10,Patient_ID,336,,True,True
10,LUNG1-205\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,336,10,Patient_ID,336,,True,True
10,LUNG1-224\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,336,10,Patient_ID,336,,True,True
10,LUNG1-232\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,336,10,Patient_ID,336,,True,True
10,LUNG1-263\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,336,10,Patient_ID,336,,True,True
10,LUNG1-340\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,336,10,Patient_ID,336,,True,True
10,LUNG1-022\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,324,10,Patient_ID,324,,True,True
10,LUNG1-030\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,324,10,Patient_ID,324,,True,True
10,LUNG1-032\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,324,10,Patient_ID,324,,True,True
10,LUNG1-044\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,324,10,Patient_ID,324,,True,True
10,LUNG1-047\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,324,10,Patient_ID,324,,True,True
10,LUNG1-116\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,324,10,Patient_ID,324,,True,True
10,LUNG1-141\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,324,10,Patient_ID,324,,True,True
10,LUNG1-191\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,324,10,Patient_ID,324,,True,True
10,LUNG1-193\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,324,10,Patient_ID,324,,True,True
10,LUNG1-201\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,324,10,Patient_ID,324,,True,True
10,LUNG1-256\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,324,10,Patient_ID,324,,True,True
10,LUNG1-257\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,324,10,Patient_ID,324,,True,True
10,LUNG1-310\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,324,10,Patient_ID,324,,True,True
10,LUNG1-344\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,324,10,Patient_ID,324,,True,True
10,LUNG1-368\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,324,10,Patient_ID,324,,True,True
10,LUNG1-418\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,324,10,Patient_ID,324,,True,True
10,LUNG1-002\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,312,10,Patient_ID,312,,True,True
10,LUNG1-038\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,312,10,Patient_ID,312,,True,True
10,LUNG1-142\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,312,10,Patient_ID,312,,True,True
10,LUNG1-163\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,312,10,Patient_ID,312,,True,True
10,LUNG1-172\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,312,10,Patient_ID,312,,True,True
10,LUNG1-217\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,312,10,Patient_ID,312,,True,True
10,LUNG1-300\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,312,10,Patient_ID,312,,True,True
10,LUNG1-320\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,312,10,Patient_ID,312,,True,True
10,LUNG1-327\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,312,10,Patient_ID,312,,True,True
10,LUNG1-331\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,312,10,Patient_ID,312,,True,True
10,LUNG1-343\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,312,10,Patient_ID,312,,True,True
10,LUNG1-104\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,300,10,Patient_ID,300,,True,True
10,LUNG1-258\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,300,10,Patient_ID,300,,True,True
10,LUNG1-301\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,300,10,Patient_ID,300,,True,True
10,LUNG1-361\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,300,10,Patient_ID,300,,True,True
10,LUNG1-381\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,300,10,Patient_ID,300,,True,True
10,LUNG1-402\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,300,10,Patient_ID,300,,True,True
10,LUNG1-147\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,299,10,Patient_ID,299,,True,True
10,LUNG1-397\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,299,10,Patient_ID,299,,True,True
10,LUNG1-005\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,288,10,Patient_ID,288,,True,True
10,LUNG1-018\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,288,10,Patient_ID,288,,True,True
10,LUNG1-025\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,288,10,Patient_ID,288,,True,True
10,LUNG1-058\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,288,10,Patient_ID,288,,True,True
10,LUNG1-060\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,288,10,Patient_ID,288,,True,True
10,LUNG1-237\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,288,10,Patient_ID,288,,True,True
10,LUNG1-242\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,288,10,Patient_ID,288,,True,True
10,LUNG1-284\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,288,10,Patient_ID,288,,True,True
10,LUNG1-319\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,288,10,Patient_ID,288,,True,True
10,LUNG1-335\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,288,10,Patient_ID,288,,True,True
10,LUNG1-364\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,288,10,Patient_ID,288,,True,True
10,LUNG1-143\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,284,10,Patient_ID,284,,True,True
10,LUNG1-006\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,276,10,Patient_ID,276,,True,True
10,LUNG1-034\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,276,10,Patient_ID,276,,True,True
10,LUNG1-046\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,276,10,Patient_ID,276,,True,True
10,LUNG1-101\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,276,10,Patient_ID,276,,True,True
10,LUNG1-117\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,276,10,Patient_ID,276,,True,True
10,LUNG1-123\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,276,10,Patient_ID,276,,True,True
10,LUNG1-144\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,276,10,Patient_ID,276,,True,True
10,LUNG1-218\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,276,10,Patient_ID,276,,True,True
10,LUNG1-248\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,276,10,Patient_ID,276,,True,True
10,LUNG1-262\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,276,10,Patient_ID,276,,True,True
10,LUNG1-290\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,276,10,Patient_ID,276,,True,True
10,LUNG1-351\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,276,10,Patient_ID,276,,True,True
10,LUNG1-419\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,276,10,Patient_ID,276,,True,True
10,LUNG1-199\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,275,10,Patient_ID,275,,True,True
10,LUNG1-363\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,275,10,Patient_ID,275,,True,True
10,LUNG1-416\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,275,10,Patient_ID,275,,True,True
10,LUNG1-009\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,264,10,Patient_ID,264,,True,True
10,LUNG1-016\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,264,10,Patient_ID,264,,True,True
10,LUNG1-040\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,264,10,Patient_ID,264,,True,True
10,LUNG1-052\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,264,10,Patient_ID,264,,True,True
10,LUNG1-057\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,264,10,Patient_ID,264,,True,True
10,LUNG1-092\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,264,10,Patient_ID,264,,True,True
10,LUNG1-137\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,264,10,Patient_ID,264,,True,True
10,LUNG1-186\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,264,10,Patient_ID,264,,True,True
10,LUNG1-208\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,264,10,Patient_ID,264,,True,True
10,LUNG1-210\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,264,10,Patient_ID,264,,True,True
10,LUNG1-225\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,264,10,Patient_ID,264,,True,True
10,LUNG1-228\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,264,10,Patient_ID,264,,True,True
10,LUNG1-239\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,264,10,Patient_ID,264,,True,True
10,LUNG1-292\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,264,10,Patient_ID,264,,True,True
10,LUNG1-324\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,264,10,Patient_ID,264,,True,True
10,LUNG1-337\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,264,10,Patient_ID,264,,True,True
10,LUNG1-352\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,264,10,Patient_ID,264,,True,True
10,LUNG1-360\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,264,10,Patient_ID,264,,True,True
10,LUNG1-376\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,264,10,Patient_ID,264,,True,True
10,LUNG1-407\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,264,10,Patient_ID,264,,True,True
10,LUNG1-001\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-002\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-003\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-004\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-005\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-006\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-007\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-008\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-009\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-010\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-011\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-012\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-013\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-014\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-015\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-016\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-017\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-018\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-019\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-020\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-021\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-022\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-023\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-024\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-025\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-026\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-027\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-028\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-029\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-030\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-031\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-032\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-033\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-034\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-035\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-036\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-037\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-038\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-039\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-040\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-041\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-042\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-043\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-044\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-045\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-046\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-047\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-048\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-049\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-050\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-051\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-052\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-053\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-054\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-055\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-056\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-057\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-058\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-059\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-060\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-061\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-062\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-063\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-064\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-065\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-066\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-067\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-068\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-069\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-070\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-071\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-072\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-073\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
10,LUNG1-074\STEP_12_LBP_TEXTURE\GTV1_LBP_histogram.csv,256,4,Patient_ID,256,,True,True
